"","index","UAG","OUG","CV Sh.","Total Shrinkage"
"2571","14/03/2014",9958402,4171455,-190942,13938915
"2572","15/03/2014",14565072.583466,3812920,263361,18641353.583466
"2573","16/03/2014",14872369.8361857,4096875,15874,18985118.8361857
"2574","17/03/2014",-8879593,3599780,235400,-5044413
"2575","18/03/2014",11729372.9236717,3137666,-163312,14703726.9236717
"2576","19/03/2014",10379415.3096306,3752435,-27190,14104660.3096306
"2577","20/03/2014",7088130,2887570,148336,10124036
"2578","21/03/2014",-1984990,3511020,-572766,953264
"2579","22/03/2014",13441895,2999009,-748696,15692208
"2580","23/03/2014",7066934.03921552,3236818,-72605,10231147.0392155
"2581","24/03/2014",-2441139,4699462,-163737,2094586
"2582","25/03/2014",8392384.6573575,5376473,-188053,13580804.6573575
"2583","26/03/2014",-10576384.3665599,5708179,351351,-4516854.36655989
"2584","27/03/2014",13878818,5679805,383238,19941861
"2585","28/03/2014",-735709.201671896,4512689,-40189,3736790.7983281
"2586","29/03/2014",14733256,2151144,-83789,16800611
"2587","30/03/2014",11674515.922307,1946128,153833,13774476.922307
"2588","31/03/2014",11880140.2045272,1829181,-55105,13654216.2045272
"2589","01/04/2014",3498683.1925235,2803931,529501,6832115.1925235
"2590","02/04/2014",12837606,2355608,245548,15438762
"2591","03/04/2014",-5380307,3391776,-563825,-2552356
"2592","04/04/2014",731025,3750927,332563,4814515
"2593","05/04/2014",5365916,4275992,-260749,9381159
"2594","06/04/2014",2337730,4313788,379572,7031090
"2595","07/04/2014",-2504286,3559600,385772,1441086
"2596","08/04/2014",-4016391,3575099,835916,394624
"2597","09/04/2014",-5107371,3579840,1180884,-346647
"2598","10/04/2014",14137625,2479442,-293237,16323830
"2599","11/04/2014",6411839,1622230,628799,8662868
"2600","12/04/2014",-7212977,1347364,-206798,-6072411
"2601","13/04/2014",33412590,1378792,-489962,34301420
"2602","14/04/2014",-7698453,2067842,306149,-5324462
"2603","15/04/2014",8529874,2091829,-250419,10371284
"2604","16/04/2014",15331047,1903839,-31040,17203846
"2605","17/04/2014",1310647,1827859,-557152,2581354
"2606","18/04/2014",9813281,1862709,-105713,11570277
"2607","19/04/2014",8071531,1716735,208581,9996847
"2608","20/04/2014",9526082,1699775,345473,11571330
"2609","21/04/2014",4690468,1349284,144529,6184281
"2610","22/04/2014",14824383,1117167,768613,16710163
"2611","23/04/2014",4964440,1792663,275795,7032898
"2612","24/04/2014",13714821,1810601,152028,15677450
"2613","25/04/2014",8865333,1713783,110576,10689692
"2614","26/04/2014",991002,1808435,-32811,2766626
"2615","27/04/2014",15729361,1827696,-94213,17462844
"2616","28/04/2014",444422,1854094,346463,2644979
"2617","29/04/2014",-1006122,3388410,-288951,2093337
"2618","30/04/2014",7485945,1344126,-317402,8512669
"2619","01/05/2014",18978412,1935233,-49653,20863992
"2620","02/05/2014",-4266627,2208126,30743,-2027758
"2621","03/05/2014",31383387,2502356,247341,34133084
"2622","04/05/2014",12784389,2653980,135683,15574052
"2623","05/05/2014",9494225,2383961,212099,12090285
"2624","06/05/2014",21319462,2443895,-226537,23536820
"2625","07/05/2014",3699328,2617436,36020,6352784
"2626","08/05/2014",1334558,2702522,-200425,3836655
"2627","09/05/2014",8966514,2680580,294903,11941997
"2628","10/05/2014",5969638,2608694,125170,8703502
"2629","11/05/2014",5181613,2508816,-94658,7595771
"2630","12/05/2014",7367150,2517526,288690,10173366
"2631","13/05/2014",8829397,2597887,47069,11474353
"2632","14/05/2014",-534942,3877664,-48351,3294371
"2633","15/05/2014",19595638,1883287,44322,21523247
"2634","16/05/2014",18349027,2631103,393432,21373562
"2635","17/05/2014",7263756,2498726,-199581,9562901
"2636","18/05/2014",12131309,2661673,29230,14822212
"2637","19/05/2014",18838289,2640954,134233,21613476
"2638","20/05/2014",-19067504,2648883,-144901,-16563522
"2639","21/05/2014",18664958,1934366,1476,20600800
"2640","22/05/2014",3143591,2239534,50526,5433651
"2641","23/05/2014",-11623209,1775424,-168578,-10016363
"2642","24/05/2014",-13532595,1598442,-22977,-11957130
"2643","25/05/2014",16071958,2143764,224483,18440205
"2644","26/05/2014",-15005093,2785867,147297,-12071929
"2645","27/05/2014",3270466,2593721,206680,6070867
"2646","28/05/2014",8910287,2151477,-509418,10552346
"2647","29/05/2014",1152266,1478632,-126315,2504583
"2648","30/05/2014",13756208,928096,60454,14744758
"2649","31/05/2014",-5554293,11,-54502,-5608784
"2650","01/06/2014",2460020,132781,21153,2613954
"2651","02/06/2014",6136564,0,76897,6213461
"2652","03/06/2014",8206389,1217948,-223628,9200709
"2653","04/06/2014",10434379,1802076,-33224,12203231
"2654","05/06/2014",2538606,2097733,79361,4715700
"2655","06/06/2014",9199655,1862923,-22253,11040325
"2656","07/06/2014",6898096,1743244,-58269,8583071
"2657","08/06/2014",24584773,1555516,70206,26210495
"2658","09/06/2014",13284636,1243563,-202551,14325648
"2659","10/06/2014",2969176,1164078,-353705,3779549
"2660","11/06/2014",1420713,1114329,60235,2595277
"2661","12/06/2014",11069160,1573951,25221,12668332
"2662","13/06/2014",-5783002,1610147,91879,-4080976
"2663","14/06/2014",8327612,1542738,-203605,9666745
"2664","15/06/2014",4722167,1578223,-135413,6164977
"2665","16/06/2014",4013471,1549075,-64249,5498297
"2666","17/06/2014",7672605,1656505,195430,9524540
"2667","18/06/2014",6013787,1839943,-175585,7678145
"2668","19/06/2014",328247,2047896,157154,2533297
"2669","20/06/2014",5225149,1887273,-75233,7037189
"2670","21/06/2014",3052761,1742480,-210365,4584876
"2671","22/06/2014",24321535,1709773,35674,26066982
"2672","23/06/2014",-16616896,1610536,-161540,-15167900
"2673","24/06/2014",1003190,1541543,-285798,2258935
"2674","25/06/2014",12539723,1763225,-172482,14130466
"2675","26/06/2014",11872,2134392,-318349,1827915
"2676","27/06/2014",9175029,1885560,806532,11867121
"2677","28/06/2014",13822382,1662063,4499,15488944
"2678","29/06/2014",8588067,1556022,-161374,9982715
"2679","30/06/2014",11039313,542889,129634,11711836
"2680","01/07/2014",485845,559130,76081,1121056
"2681","02/07/2014",16304182,742895,245281,17292358
"2682","03/07/2014",9713915,487700,304240,10505855
"2683","04/07/2014",15748252,1419113,270089,17437454
"2684","05/07/2014",-2382896,1600633,-56853,-839116
"2685","06/07/2014",12489783,1862278,-25412,14326649
"2686","07/07/2014",-4063972,2490941,42615,-1530416
"2687","08/07/2014",14769847,3211017,507775,18488639
"2688","09/07/2014",31795011,2602439,109823,34507273
"2689","10/07/2014",19590045,2624650,-66220,22148475
"2690","11/07/2014",17165601,1865139,-124115,18906625
"2691","12/07/2014",-6427597,908013,79358,-5440226
"2692","13/07/2014",13396619,299650,-59113,13637156
"2693","14/07/2014",16206614,946805,37020,17190439
"2694","15/07/2014",-5820646,1396624,81666,-4342356
"2695","16/07/2014",10144722,1858296,-45040,11957978
"2696","17/07/2014",15388325,2221596,-84365,17525556
"2697","18/07/2014",25064104,1853713,157770,27075587
"2698","19/07/2014",13932489,2523906,-44791,16411604
"2699","20/07/2014",11878663,2612493,-89982,14401174
"2700","21/07/2014",415211,1739084,-256770,1897525
"2701","22/07/2014",37536264,2179595,37956,39753815
"2702","23/07/2014",-7856507,2693069,500496,-4662942
"2703","24/07/2014",16233047,2209683,177916,18620646
"2704","25/07/2014",2779214,2032779,323814,5135807
"2705","26/07/2014",10987643,1821709,359220,13168572
"2706","27/07/2014",9971246,1898182,149632,12019060
"2707","28/07/2014",-1282836,1786215,215987,719366
"2708","29/07/2014",13191860,1863081,274537,15329478
"2709","30/07/2014",7998716,1955793,1385866,11340375
"2710","31/07/2014",1492452,1957689,334708,3784849
"2711","01/08/2014",8503244.11111111,1957730,129345,10590319.1111111
"2712","02/08/2014",3073567.11111111,1668887,34715,4777169.11111111
"2713","03/08/2014",-1482388.77777777,1592070,-24525,85156.2222222276
"2714","04/08/2014",3326066.77777778,1643815,523614,5493495.77777778
"2715","05/08/2014",12676746.4444444,1572142,211209,14460097.4444444
"2716","06/08/2014",21607306.1111111,1591182,228840,23427328.1111111
"2717","07/08/2014",214520.111111112,1361724,265871,1842115.11111111
"2718","08/08/2014",6966952.77777778,1224863,66525,8258340.77777778
"2719","09/08/2014",-4052963.55555556,1214264,62409,-2776290.55555556
"2720","10/08/2014",4376500.33333333,1103785,235672,5715957.33333333
"2721","11/08/2014",-2190529.22222222,1185774,-114780,-1119535.22222222
"2722","12/08/2014",15744118.5555556,1154251,689852,17588221.5555556
"2723","13/08/2014",8508669.88888889,1407470,176897,10093036.8888889
"2724","14/08/2014",12146414,1381720,198719,13726853
"2725","15/08/2014",-4476305.44444444,1133516,327152,-3015637.44444444
"2726","16/08/2014",13106573,793214,274749,14174536
"2727","17/08/2014",5869667,1079691,592898,7542256
"2728","18/08/2014",-12751816,1130946,1073664,-10547206
"2729","19/08/2014",18760457,1284819,1526444,21571720
"2730","20/08/2014",4901451,1274563,1111904,7287918
"2731","21/08/2014",9884054,2311020,1219459,13414533
"2732","22/08/2014",21774035,1339764,439389,23553188
"2733","23/08/2014",-8508917,1286025,516355,-6706537
"2734","24/08/2014",22432401,1310151,228029,23970581
"2735","25/08/2014",327848,1275722,-56011,1547559
"2736","26/08/2014",1564087,1350493,36349,2950929
"2737","27/08/2014",19699897,1819469,-99653,21419713
"2738","28/08/2014",-2360517,1780577,170869,-409071
"2739","29/08/2014",-6671194,1532362,-2455,-5141287
"2740","30/08/2014",12841374,1393809,4577,14239760
"2741","31/08/2014",23329469,1538005,30887,24898361
"2742","01/09/2014",-7037674,1489545,-52536,-5600665
"2743","02/09/2014",23691213,2519667,98801,26309681
"2744","03/09/2014",1400607,1546238,21811,2968656
"2745","04/09/2014",16071541,1994522,-78020,17988043
"2746","05/09/2014",3629929,1629151,219745,5478825
"2747","06/09/2014",7823370,1482764,206147,9512281
"2748","07/09/2014",5391597,1578196,32014,7001807
"2749","08/09/2014",392414,1898564,-93358,2197620
"2750","09/09/2014",14715742,2003572,85751,16805065
"2751","10/09/2014",-1110083,1773375,-141842,521450
"2752","11/09/2014",14475871,2630257,-8361,17097767
"2753","12/09/2014",13713327,2029595,43439,15786361
"2754","13/09/2014",-735649,1630381,-127151,767581
"2755","14/09/2014",13643897,1595235,9690,15248822
"2756","15/09/2014",19893215,1636989,-208588,21321616
"2757","16/09/2014",17844460,1336296,-113118,19067638
"2758","17/09/2014",-14607303,1606699,164910,-12835694
"2759","18/09/2014",13996106,1806212,227619,16029937
"2760","19/09/2014",19238724,1492333,-76896,20654161
"2761","20/09/2014",-5720822,1330222,60860,-4329740
"2762","21/09/2014",5826971,1242889,-166241,6903619
"2763","22/09/2014",-3490608,1847124,120890,-1522594
"2764","23/09/2014",22299346,1877001,96246,24272593
"2765","24/09/2014",-7018554,1355538,-164853,-5827869
"2766","25/09/2014",26860186,1677750,-59100,28478836
"2767","26/09/2014",-6368290,1942008,152894,-4273388
"2768","27/09/2014",18983987,1110112,-125802,19968297
"2769","28/09/2014",12567985,1352056,-306311,13613730
"2770","29/09/2014",5103770,1458556,-60516,6501810
"2771","30/09/2014",23596463,1620927,-109160,25108230
"2772","01/10/2014",-1876449,2834631,-25429,932753
"2773","02/10/2014",20054418,2857981,-73071,22839328
"2774","03/10/2014",18191390,2204799,290655,20686844
"2775","04/10/2014",-9389503,2715377,329610,-6344516
"2776","05/10/2014",9244457,2768544,-295118,11717883
"2777","06/10/2014",-5522383,2176623,282939,-3062821
"2778","07/10/2014",2698118.18611111,861333,-44134,3515317.18611111
"2779","08/10/2014",6227136.92777778,1711632,335470,8274238.92777778
"2780","09/10/2014",8943339,1483838,277764,10704941
"2781","10/10/2014",2084860,2021894,-180571,3926183
"2782","11/10/2014",8912526,2245025,-141481,11016070
"2783","12/10/2014",23516295,1536164,-484916,24567543
"2784","13/10/2014",6520565,3867681,-462983,9925263
"2785","14/10/2014",-971654,4962393,31709,4022448
"2786","15/10/2014",23903349,3913439,-76605,27740183
"2787","16/10/2014",7138150,3096542,106043,10340735
"2788","17/10/2014",17796337,2156745,-184602,19768480
"2789","18/10/2014",23874345,2179829,78440,26132614
"2790","19/10/2014",-19366846,3196465,98581,-16071800
"2791","20/10/2014",3496943,1978204,472600,5947747
"2792","21/10/2014",5828579,2170019,-158540,7840058
"2793","22/10/2014",17681604,4658756,-357673,21982687
"2794","23/10/2014",-4957767,5464090,113997,620320
"2795","24/10/2014",11131357,3737201,68658,14937216
"2796","25/10/2014",10427526,2685062,-263177,12849411
"2797","26/10/2014",13239397,2220122,66420,15525939
"2798","27/10/2014",5321067,4308403,206219,9835689
"2799","28/10/2014",-46722718,2032975,-3564,-44693307
"2800","29/10/2014",17816820,1453608,302072,19572500
"2801","30/10/2014",12970857,2123985,41087,15135929
"2802","31/10/2014",6958183,2488013,67768,9513964
"2803","01/11/2014",2483519,3078725,-244682,5317562
"2804","02/11/2014",-8891041,2607796,-206362,-6489607
"2805","03/11/2014",10139645,4346225,-177255,14308615
"2806","04/11/2014",14838928,4211111,-285241,18764798
"2807","05/11/2014",12503184,4460941,269270,17233395
"2808","06/11/2014",8015112,4546652,164850,12726614
"2809","07/11/2014",5383996,3133656,-434527,8083125
"2810","08/11/2014",21647742,2539406,-448737,23738411
"2811","09/11/2014",12966303,2416006,-551182,14831127
"2812","10/11/2014",10434738,3293146,12254,13740138
"2813","11/11/2014",6889868,3039248,362747,10291863
"2814","12/11/2014",5307604,2467841,-914092,6861353
"2815","13/11/2014",14280828,2247242,15634,16543704
"2816","14/11/2014",4614137,2594466,163009,7371612
"2817","15/11/2014",13235496,2373300,-259300,15349496
"2818","16/11/2014",3281392,2612885,96074,5990351
"2819","17/11/2014",13133969,2884591,-401957,15616603
"2820","18/11/2014",4181428,3321929,-280939,7222418
"2821","19/11/2014",13650687,4522702,314916,18488305
"2822","20/11/2014",-6692653,4208970,-730151,-3213834
"2823","21/11/2014",9905601,2930685,379591,13215877
"2824","22/11/2014",7213645,2738981,64997,10017623
"2825","23/11/2014",-483461,3109956,-165545,2460950
"2826","24/11/2014",3449890,6025736,-145684,9329942
"2827","25/11/2014",10551162,6084520,-353157,16282525
"2828","26/11/2014",-53106053.792,4587014,284602,-48234437.792
"2829","27/11/2014",-5156864,6412071,26222,1281429
"2830","28/11/2014",8546807,2855522,-335467,11066862
"2831","29/11/2014",3448187,1617180,-269963,4795404
"2832","30/11/2014",-8345791,2267476,-598753,-6677068
"2833","01/12/2014",10781987,5216418,-439556,15558849
"2834","02/12/2014",16136101,5869046,392045,22397192
"2835","03/12/2014",-13870100,6103534,-433871,-8200437
"2836","04/12/2014",15173394,11298342,85111,26556847
"2837","05/12/2014",2537716,7598150,-336402,9799464
"2838","06/12/2014",-3439094,8756222,324082,5641210
"2839","07/12/2014",-3515313,7089034,-143834,3429887
"2840","08/12/2014",19253245,9981884,-372534,28862595
"2841","09/12/2014",8390524,10019510,-182045,18227989
"2842","10/12/2014",13702379,8137888,576116,22416383
"2843","11/12/2014",1489446,8171811,5342180,15003437
"2844","12/12/2014",896532,8333498,664796,9894826
"2845","13/12/2014",10534187,7292155,-553227,17273115
"2846","14/12/2014",-7314167,6852395,-406637,-868409
"2847","15/12/2014",22540888,5218888,236729,27996505
"2848","16/12/2014",12044202,6459725,242731,18746658
"2849","17/12/2014",1622737,4397199,-2071,6017865
"2850","18/12/2014",-3125043,3544413,-193676,225694
"2851","19/12/2014",13820468,3564296,255802,17640566
"2852","20/12/2014",3431314,3540950,-302006,6670258
"2853","21/12/2014",16720050,3513199,-941833,19291416
"2854","22/12/2014",8266386,4143813,-98030,12312169
"2855","23/12/2014",-6148203,3588282,-419508,-2979429
"2856","24/12/2014",1830580,2916967,42156,4789703
"2857","25/12/2014",13720119,3401228,-130762,16990585
"2858","26/12/2014",3902761,3771898,-398387,7276272
"2859","27/12/2014",-4134113,6880032,-623383,2122536
"2860","28/12/2014",4604020,7210691,-493745,11320966
"2861","29/12/2014",-8598263,9552392,535250,1489379
"2862","30/12/2014",9575712,8648231,-259295,17964648
"2863","31/12/2014",19190629,7153940,-10819,26333750
"2864","01/01/2015",2845128,6307377,70580,9223085
"2865","02/01/2015",10397462,6318569,245228,16961259
"2866","03/01/2015",-3396167,6551033,428378,3583244
"2867","04/01/2015",14912192,7526804,-305837,22133159
"2868","05/01/2015",5782414,8391769,-443796,13730387
"2869","06/01/2015",1081692,6184898,206074,7472664
"2870","07/01/2015",2167914,7275406,267564,9710884
"2871","08/01/2015",10828708,7202580,459769,18491057
"2872","09/01/2015",16447205,3735460,8532,20191197
"2873","10/01/2015",-6252554,3592365,264435,-2395754
"2874","11/01/2015",-125570,3379447,3556073,6809950
"2875","12/01/2015",4021076,4991240,340143,9352459
"2876","13/01/2015",10171207,7456224,-289307,17338124
"2877","14/01/2015",-11734267,6325734,127784,-5280749
"2878","15/01/2015",3437331,6531146,-743752,9224725
"2879","16/01/2015",-12717402,7667627,535546,-4514229
"2880","17/01/2015",19930697,9864671,89340,29884708
"2881","18/01/2015",889772,10276322,-129098,11036996
"2882","19/01/2015",-8179265,14160079,455512,6436326
"2883","20/01/2015",1805291,12288229,-671562,13421958
"2884","21/01/2015",10152364,10853527,72669,21078560
"2885","22/01/2015",1507305,9711338,555815,11774458
"2886","23/01/2015",-245122,8399905,155028,8309811
"2887","24/01/2015",8155956,5720973,69622,13946551
"2888","25/01/2015",8483879,5371507,-830510,13024876
"2889","26/01/2015",1615172,6109229,680153,8404554
"2890","27/01/2015",2978845,4869720,544847,8393412
"2891","28/01/2015",-7372638,4579273,519777,-2273588
"2892","29/01/2015",-2070786,8815631,-282870,6461975
"2893","30/01/2015",-4459454,7996197,-370245,3166498
"2894","31/01/2015",3983975,8656315,-343115,12297175
"2895","01/02/2015",18976823,9643642,-41587,28578878
"2896","02/02/2015",-25079528,11994904,-57337,-13141961
"2897","03/02/2015",13388750,13839829,-667872,26560707
"2898","04/02/2015",10205289,11905321,131177,22241787
"2899","05/02/2015",12334913,11588091,-1162804,22760200
"2900","06/02/2015",-2480918,10772097,-832553,7458626
"2901","07/02/2015",14645461,9939547,6244,24591252
"2902","08/02/2015",6247665,8306677,-144123,14410219
"2903","09/02/2015",16748597,8674250,616454,26039301
"2904","10/02/2015",-7425981,9632441,913315,3119775
"2905","11/02/2015",13527999,10063946,-657955,22933990
"2906","12/02/2015",-3356458,13704851,-1160052,9188341
"2907","13/02/2015",-5252442,13916885,372834,9037277
"2908","14/02/2015",14117105,11515540,-662838,24969807
"2909","15/02/2015",558393,10934230,431918,11924541
"2910","16/02/2015",-3695095,13140883,631240,10077028
"2911","17/02/2015",2620602,12804442,712665,16137709
"2912","18/02/2015",-287134,9389427,472443,9574736
"2913","19/02/2015",-7995889,9677237,745356,2426704
"2914","20/02/2015",-16408833,8858662,680954,-6869217
"2915","21/02/2015",22866026,5584059,284311,28734396
"2916","22/02/2015",13357598,7191777,-738728,19810647
"2917","23/02/2015",-3435592,7157721,-346684,3375445
"2918","24/02/2015",-6467846,5398184,1218975,149313
"2919","25/02/2015",13716403,5512334,684511,19913248
"2920","26/02/2015",5990353,4979130,777345,11746828
"2921","27/02/2015",3484974,5627925,-334957,8777942
"2922","28/02/2015",133660,5281019,-565956,4848723
"2923","01/03/2015",10525125,4465224,43776,15034125
"2924","02/03/2015",-3378475,5529530,603333,2754388
"2925","03/03/2015",418028,5638413,445284,6501725
"2926","04/03/2015",11962629,6296577,-190320,18068886
"2927","05/03/2015",-8539856,4131914,-212571,-4620513
"2928","06/03/2015",16094835,4136520,987239,21218594
"2929","07/03/2015",5999167,3873881,657059,10530107
"2930","08/03/2015",-5572655,3746017,213932,-1612706
"2931","09/03/2015",-15986817,6077792,-538189,-10447214
"2932","10/03/2015",21873772,4147655,-75271,25946156
"2933","11/03/2015",11489847,3557924,382864,15430635
"2934","12/03/2015",16975202,4077841,-164856,20888187
"2935","13/03/2015",-437066,4129088,385491,4077513
"2936","14/03/2015",4040076,4074172,386988,8501236
"2937","15/03/2015",14928490,4017430,318901,19264821
"2938","16/03/2015",1535155,5323336,1276169,8134660
"2939","17/03/2015",4243644,3700125,419184,8362953
"2940","18/03/2015",6556224,3812418,-388474,9980168
"2941","19/03/2015",-2296744,6193169,266994,4163419
"2942","20/03/2015",2553335,4583703,-456446,6680592
"2943","21/03/2015",-4737780,4433789,226311,-77680
"2944","22/03/2015",2165879,4185401,-435876,5915404
"2945","23/03/2015",-8621091,4725615,-9918,-3905394
"2946","24/03/2015",4652302,6167175,177981,10997458
"2947","25/03/2015",8912782,6226783,170754,15310319
"2948","26/03/2015",4912051,4830056,75326,9817433
"2949","27/03/2015",-453713.67,3833733,388718,3768737.33
"2950","28/03/2015",14564461,3089609,-56143,17597927
"2951","29/03/2015",-1895033,3176123,-317055,964035
"2952","30/03/2015",17723227,4530297,149546,22403070
"2953","31/03/2015",-10974947,4775357,42620,-6156970
"2954","01/04/2015",11612751,5193612,165247,16971610
"2955","02/04/2015",-10132977,4812175,-238795,-5559597
"2956","03/04/2015",1191667,3481652,-317730,4355589
"2957","04/04/2015",2828433,5673688,628689,9130810
"2958","05/04/2015",-3086826,6966552,1076317,4956043
"2959","06/04/2015",13305404,5595378,-139004,18761778
"2960","07/04/2015",9185000,5603470,416421,15204891
"2961","08/04/2015",4683069,5734312,-195246,10222135
"2962","09/04/2015",5117926,5573304,404895,11096125
"2963","10/04/2015",2101556,5514997,266908,7883461
"2964","11/04/2015",-14504413,5549429,318479,-8636505
"2965","12/04/2015",974478,4335763,286993,5597234
"2966","13/04/2015",18677992,2571615,424855,21674462
"2967","14/04/2015",-23428924,5686636,-317743,-18060031
"2968","15/04/2015",-3036076,4412776,460556,1837256
"2969","16/04/2015",5316707,3891240,351612,9559559
"2970","17/04/2015",-4368737,5138451,85131,854845
"2971","18/04/2015",16122628,5555519,452668,22130815
"2972","19/04/2015",-8763150,5964142,-455060,-3254068
"2973","20/04/2015",9744521,6721562,-154146,16311937
"2974","21/04/2015",4650439,6713353,179723,11543515
"2975","22/04/2015",6012368,5325174,151435,11488977
"2976","23/04/2015",15412672,2649652,217176,18279500
"2977","24/04/2015",10192139,2609626,322815,13124580
"2978","25/04/2015",-9151587,2060883,496187,-6594517
"2979","26/04/2015",-10762384,2664405,-556831,-8654810
"2980","27/04/2015",11500350,4350104,-146822,15703632
"2981","28/04/2015",24828274,4021833,-346352,28503755
"2982","29/04/2015",-21315333,3236294,17726,-18061313
"2983","30/04/2015",7264907,3093455,334706,10693068
"2984","01/05/2015",18619707,4371485,246404,23237596
"2985","02/05/2015",-51371,4604223,2052083,6604935
"2986","03/05/2015",13336688,3513110,1540877,18390675
"2987","04/05/2015",12686177,5515642,443221,18645040
"2988","05/05/2015",-4949534,4844084,1622290,1516840
"2989","06/05/2015",-3645401,5191037,4328301,5873937
"2990","07/05/2015",-9262666,5584376,1521975,-2156315
"2991","08/05/2015",9589495,3204558,171652,12965705
"2992","09/05/2015",15886147,3327908,212413,19426468
"2993","10/05/2015",7526465,2821593,136331,10484389
"2994","11/05/2015",-5913190,1246954,-40095,-4706331
"2995","12/05/2015",-6352291,1915609,213817,-4222865
"2996","13/05/2015",9256790,1772507,-87512,10941785
"2997","14/05/2015",29729625,2218229,-16415,31931439
"2998","15/05/2015",8462205,4082579,277913,12822697
"2999","16/05/2015",2125469,4282492,231750,6639711
"3000","17/05/2015",9462216,4481004,341245,14284465
"3001","18/05/2015",-10989600,5033759,-158402,-6114243
"3002","19/05/2015",11401361,6408873,43007,17853241
"3003","20/05/2015",16089804,5141297,32964,21264065
"3004","21/05/2015",7401580,4974775,482898,12859253
"3005","22/05/2015",-875605,3817647,-287522,2654520
"3006","23/05/2015",224982,3367980,-159153,3433809
"3007","24/05/2015",9005095,3762534,-1213,12766416
"3008","25/05/2015",8846744,3775514,13968,12636226
"3009","26/05/2015",3132146,3993998,2056,7128200
"3010","27/05/2015",5628133,4583857,147401,10359391
"3011","28/05/2015",6185941,4776403,226108,11188452
"3012","29/05/2015",52251488,4942404,-58040,57135852
"3013","30/05/2015",47685860,4783035,194011,52662906
"3014","31/05/2015",49667222,4819155,241781,54728158
"3015","01/06/2015",31039918.7004678,4106266,-114891,35031293.7004678
"3016","02/06/2015",-2900701.78606868,3831318,318123,1248739.21393132
"3017","03/06/2015",8643307.48411632,3712540,-67479,12288368.4841163
"3018","04/06/2015",7795447.13540007,2755177,152981,10703605.1354001
"3019","05/06/2015",56715072.5221585,2075526,-292919,58497679.5221585
"3020","06/06/2015",3809079,1273003,-191840,4890242
"3021","07/06/2015",10263881.8734121,1121565,-26514,11358932.8734121
"3022","08/06/2015",-29810010.7237613,2222397,-214521,-27802134.7237613
"3023","09/06/2015",3095109.74394028,4298817,-92986,7300940.74394028
"3024","10/06/2015",2952712.42231859,4704013,-88605,7568120.42231859
"3025","11/06/2015",8303661.52479447,4543077,38047,12884785.5247945
"3026","12/06/2015",-6126048.96581918,4873423,1188665,-63960.96581918
"3027","13/06/2015",4161271.83349469,3809792,241786,8212849.83349469
"3028","14/06/2015",-8812790.38941563,2648263,-84876,-6249403.38941563
"3029","15/06/2015",12873145.0377713,177623,16242,13067010.0377713
"3030","16/06/2015",12494342.4952086,1409587,-124569,13779360.4952086
"3031","17/06/2015",-13826203.7986852,1816772,-66254,-12075685.7986852
"3032","18/06/2015",-11362473.5011115,1446733,-130557,-10046297.5011115
"3033","19/06/2015",8170570.66469585,1288552,126341,9585463.66469585
"3034","20/06/2015",12835332.6886909,2921219,-39678,15716873.6886909
"3035","21/06/2015",5494834.11283735,4308623,-39790,9763667.11283735
"3036","22/06/2015",-6335395.90720498,3460321,71331,-2803743.90720498
"3037","23/06/2015",7794095.91996861,4790186,164204,12748485.9199686
"3038","24/06/2015",6384126.7700461,4376109,54417,10814652.7700461
"3039","25/06/2015",4342897.63527733,3419989,11277,7774163.63527733
"3040","26/06/2015",-1757848.19582754,4065761,206191,2514103.80417246
"3041","27/06/2015",7078772,4654769,224741,11958282
"3042","28/06/2015",2778040,4744537,79972,7602549
"3043","29/06/2015",1522349.56361224,4991529,-54787,6459091.56361224
"3044","30/06/2015",-8768756.49438492,3617970,118641,-5032145.49438492
"3045","01/07/2015",14267762,3684224,336777,18288763
"3046","02/07/2015",-16654992.4741784,3912397,-292572,-13035167.4741784
"3047","03/07/2015",35784120.8921657,4186744,1845687,41816551.8921657
"3048","04/07/2015",-12428041.9898014,3874289,-36473,-8590225.98980143
"3049","05/07/2015",2634066,4025006,118621,6777693
"3050","06/07/2015",6362772,5772179,-59490,12075461
"3051","07/07/2015",11810742,5736012,-29973,17516781
"3052","08/07/2015",-6303228.72327121,5736587,-111117,-677758.723271213
"3053","09/07/2015",7181804.38629753,4708110,83788,11973702.3862975
"3054","10/07/2015",1673908.26946087,3738028,38565,5450501.26946087
"3055","11/07/2015",16286081.9092776,3938012,3197,20227290.9092776
"3056","12/07/2015",8509498.61476551,4074609,52164,12636271.6147655
"3057","13/07/2015",11436102.7428173,6149639,601,17586342.7428173
"3058","14/07/2015",3231207.89332838,3966689,-91691,7106205.89332838
"3059","15/07/2015",-8616874.06640173,4049332,38852,-4528690.06640173
"3060","16/07/2015",18370144.6577484,3756335,137328,22263807.6577484
"3061","17/07/2015",6827254,3845961,-84616,10588599
"3062","18/07/2015",11110105,2225967,413457,13749529
"3063","19/07/2015",17841989.8867067,2003451,-26072,19819368.8867067
"3064","20/07/2015",9564600.65912124,2621296,603121,12789017.6591212
"3065","21/07/2015",9208551.3019814,3480078,1770563,14459192.3019814
"3066","22/07/2015",-826583,2792867,-50915,1915369
"3067","23/07/2015",25489512,2875160,-42245,28322427
"3068","24/07/2015",1565209,4502595,134057,6201861
"3069","25/07/2015",-347710,3213029,142061,3007380
"3070","26/07/2015",20660031,3695504,113024,24468559
"3071","27/07/2015",-2327271,5226827,247117,3146673
