"","index","UAG","OUG","CV Sh.","Total Shrinkage"
"4052","03/04/2018",5442530.64590468,4853061,-214093.645904683,10081498
"4053","04/04/2018",-16304722.4444272,4548355,-6590.55557281151,-11762958
"4054","05/04/2018",24135377.2366537,3579529,222769.763346318,27937676
"4055","06/04/2018",17269480.8227654,3626281,396250.177234642,21292012
"4056","07/04/2018",9175843.35079298,3556372,-49617.3507929817,12682598
"4057","08/04/2018",-4111613.49999152,3841883,-180266.500008479,-449997
"4058","09/04/2018",16889411.4668011,5265679,-321680.466801096,21833410
"4059","10/04/2018",9803747.53753069,4807054,-439240.53753069,14171561
"4060","11/04/2018",-14903518.6314627,4959534,-828526.368537344,-10772511
"4061","12/04/2018",22394976.3476054,3821856,837607.652394556,27054440
"4062","13/04/2018",14451292.8169082,3934795,-424667.816908196,17961420
"4063","14/04/2018",-7965893.54131936,4456419,635538.541319355,-2873936
"4064","15/04/2018",24883949.7064405,3995686,-604906.706440493,28274729
"4065","16/04/2018",8366238.50132637,3444380,-300957.501326371,11509661
"4066","17/04/2018",6871639.73957805,4092522,10620.2604219504,10974782
"4067","18/04/2018",5341799.98126715,2999712,-314876.98126715,8026635
"4068","19/04/2018",-2864162.12701842,3664195,83103.1270184163,883136
"4069","20/04/2018",4086659.03415987,3390440,207163.965840131,7684263
"4070","21/04/2018",19595567.3511785,2295820,-207918.351178514,21683469
"4071","22/04/2018",-19319390.4232232,2918571,256132.423223244,-16144687
"4072","23/04/2018",4666023.0276685,3119473,-296847.027668502,7488649
"4073","24/04/2018",-858393.134160943,3425965,-426776.865839057,2140795
"4074","25/04/2018",397249.923277456,3055632,71131.0767225437,3524013
"4075","26/04/2018",-1589919.90293221,3787600,178788.902932212,2376469
"4076","27/04/2018",3839257.82783152,3525448,85661.1721684784,7450367
"4077","28/04/2018",-4147134.19231938,4605379,517364.192319378,975609
"4078","29/04/2018",7151611.34003428,3923695,284929.659965716,11360236
"4079","30/04/2018",3783411.43602233,3827817,-167102.436022334,7444126
"4080","01/05/2018",3788320.77316542,2762231,206564.22683458,6757116
"4081","02/05/2018",-15397151.6830565,2312007,-697452.316943545,-13782597
"4082","03/05/2018",18563241.7771075,1310460,-188333.777107522,19685368
"4083","04/05/2018",10999879.2880941,1764184,262751.71190593,13026815
"4084","05/05/2018",8097152.44793851,818415,-9206.44793851487,8906361
"4085","06/05/2018",-7356600.11328411,40935,-23225.8867158946,-7338891
"4086","07/05/2018",7538165.66596731,510015,38332.3340326883,8086513
"4087","08/05/2018",-25589429.2709787,1940158,-308284.729021294,-23957556
"4088","09/05/2018",18387295.2286327,2606521,-213902.228632659,20779914
"4089","10/05/2018",-18761963.291594,3176745,-110992.708405986,-15696211
"4090","11/05/2018",11834334.8095445,4069107,98001.1904555112,16001443
"4091","12/05/2018",-5603865.88669927,2640340,-177958.113300731,-3141484
"4092","13/05/2018",-12504764.4423162,3103173,-146860.557683818,-9548452
"4093","14/05/2018",21019453.2528276,3042329.98687223,-112125.239699867,23949658
"4094","15/05/2018",9071283.34512987,3236328,11559.6548701283,12319171
"4095","16/05/2018",-10800606.5792375,2675160,-122551.420762472,-8247998
"4096","17/05/2018",15305150.5737572,1992898,40115.4262428228,17338164
"4097","18/05/2018",-178608.384130452,2037327,276348.384130452,2135067
"4098","19/05/2018",-1599666.63126717,1704610,71504.6312671676,176448
"4099","20/05/2018",3202477.67226134,2014479,126967.327738656,5343924
"4100","21/05/2018",15175478.7328159,3053999,-163152.732815921,18066325
"4101","22/05/2018",-617622.552741366,2483233,-214111.447258634,1651499
"4102","23/05/2018",20661914.2954912,1526994,220014.704508796,22408923
"4103","24/05/2018",1489474.83896745,1411165,226172.16103255,3126812
"4104","25/05/2018",-20888797.6765858,2440674,-135985.323414216,-18584109
"4105","26/05/2018",-14842213.2043326,2206250,126185.204332611,-12509778
"4106","27/05/2018",-3950773.32528774,1974225,-51196.6747122649,-2027745
"4107","28/05/2018",4554476.57443015,1132292,168868.425569855,5855637
"4108","29/05/2018",799653.044495381,1096446,-151648.044495381,1744451
"4109","30/05/2018",-4660201.1337767,1046477,-153918.866223298,-3767643
"4110","31/05/2018",4269837.19405788,361289,-52712.1940578818,4578414
"4111","01/06/2018",20107934.3767933,736094,426707.623206686,21270736
"4112","02/06/2018",-22007566.55849,1445361,195501.558490045,-20366704
"4113","03/06/2018",10430894.8816698,1376812,97597.1183301844,11905304
"4114","04/06/2018",-18100760.4741447,1236150,90296.4741447028,-16774314
"4115","05/06/2018",-12261028.2930978,468116,-17338.7069022395,-11810251
"4116","06/06/2018",-376770.754710047,1349756,-192882.245289953,780103
"4117","07/06/2018",-15268365.1651549,874505,-167187.83484515,-14561048
"4118","08/06/2018",2372109.07310312,867596,81576.9268968794,3321282
"4119","09/06/2018",10698309.783103,713408,576969.216896964,11988687
"4120","10/06/2018",2648340.36303703,581199,623366.636962973,3852906
"4121","11/06/2018",-4349101.44207241,509489,571697.442072414,-3267915
"4122","12/06/2018",-11574172.9481293,533323,-202472.051870663,-11243322
"4123","13/06/2018",16376670.1668699,446321,65663.83313007,16888655
"4124","14/06/2018",-8412993.06562976,495564,1048513.06562976,-6868916
"4125","15/06/2018",10838720.1410386,141900,1253842.85896138,12234463
"4126","16/06/2018",-11901830.8910527,0,566087.891052743,-11335743
"4127","17/06/2018",11441110.3788042,341236,315642.621195789,12097989
"4128","18/06/2018",-9373354.62809143,706149,1354243.62809143,-7312962
"4129","19/06/2018",-12186099.4978994,576444,1699154.49789936,-9910501
"4130","20/06/2018",-20067286.2035119,1251931,1581971.20351189,-17233384
"4131","21/06/2018",-994844.267869659,1341003,1258255.26786966,1604414
"4132","22/06/2018",-18382558.8901351,1545623,-29025.1098649316,-16865961
"4133","23/06/2018",2828393.69916492,1383666,779594.30083508,4991654
"4134","24/06/2018",9661237.08402418,1399827,-24474.0840241788,11036590
"4135","25/06/2018",2958627.45289891,1211586,710759.547101091,4880973
"4136","26/06/2018",3717651.25730089,2539997,-27312.2573008919,6230336
"4137","27/06/2018",-18743269.4265608,383186,-91431.5734391734,-18451515
"4138","28/06/2018",12951174.6049853,773649,47727.3950147461,13772551
"4139","29/06/2018",4429916.84911977,1848006,-137896.849119771,6140026
"4140","30/06/2018",-21448807.791956,3387473,-19118.2080439646,-18080453
"4141","01/07/2018",23999770.2059688,2199074,42630.7940312289,26241475
"4142","02/07/2018",-18553678.2817725,2036537,42319.2817724608,-16474822
"4143","03/07/2018",-4899958.61018212,2368815,-318386.389817877,-2849530
"4144","04/07/2018",11287820.4636536,2833727,249783.536346354,14371331
"4145","05/07/2018",15387379.7731741,1816616,86701.2268258668,17290697
"4146","06/07/2018",5601371.76746021,1733027,-91947.7674602084,7242451
"4147","07/07/2018",59208.380086273,1015840,-133747.380086273,941301
"4148","08/07/2018",8777065.35955424,1733887,-57036.3595542423,10453916
"4149","09/07/2018",12787716.6695854,1854871,28423.3304145969,14671011
"4150","10/07/2018",-3658401.29041726,2742476,-126100.709582739,-1042026
"4151","11/07/2018",-4252974.42484366,3182385,19317.4248436578,-1051272
"4152","12/07/2018",435329.33286031,3609624,-211670.33286031,3833283
"4153","13/07/2018",-178017.869548462,3716606,-61678.1304515377,3476910
"4154","14/07/2018",17258520.2848648,2863848,-12859.2848648056,20109509
"4155","15/07/2018",2507185.402746,2913521,-165866.402745999,5254840
"4156","16/07/2018",2459111.16023282,2882423,-179205.160232823,5162329
"4157","17/07/2018",2381598.58959524,2807698,-51452.5895952433,5137844
"4158","18/07/2018",-1156406.34495372,3119470,-69351.6550462767,1893712
"4159","19/07/2018",-457422.097338654,3201291,29265.0973386541,2773134
"4160","20/07/2018",5001719.57619161,3254406,-109618.576191612,8146507
"4161","21/07/2018",1049143.77644834,3182465,-127344.776448339,4104264
"4162","22/07/2018",5308636.21245658,2801926,-283207.212456577,7827355
"4163","23/07/2018",-1664962.27755122,1416890,63497.2775512189,-184575
"4164","24/07/2018",-20878276.4136403,2918461,-56134.5863596722,-18015950
"4165","25/07/2018",3623430.11111119,6392683,-29546.1111111864,9986567
"4166","26/07/2018",19550075.6111111,3529647,-103273.611111145,22976449
"4167","27/07/2018",-329024.226799846,3450588,-84152.7732001543,3037411
"4168","28/07/2018",-19256437.3888174,3127002,-124198.611182585,-16253634
"4169","29/07/2018",5398899.22222222,3194970,39742.7777777836,8633612
"4170","30/07/2018",9333212.16651744,4410029,31195.833482556,13774437
"4171","31/07/2018",1477377.16666667,4891461,80430.8333333284,6449269
"4172","01/08/2018",2289370.61111107,3891495,80116.388888929,6260982
"4173","02/08/2018",-11334133.7222223,2135240,-269055.277777705,-9467949
"4174","03/08/2018",-4785363.43967014,491338,227653.439670142,-4066372
"4175","04/08/2018",16326418.9444444,1303550,9398.05555562302,17639367
"4176","05/08/2018",-4070578.50559489,1316972,-14362.4944051057,-2767969
"4177","06/08/2018",7938484.55555554,1272202,-28895.5555555448,9181791
"4178","07/08/2018",10195290.4960768,2166942,-38017.4960767888,12324215
"4179","08/08/2018",-13348981.1111111,2783573,-93943.8888889104,-10659352
"4180","09/08/2018",-4835952.55546105,3168484,-107134.444538951,-1774603
"4181","10/08/2018",-1055089.50002209,3209022,176122.500022087,2330055
"4182","11/08/2018",15421318.2222222,3297647,-252042.222222187,18466923
"4183","12/08/2018",2932681.72222221,3371180,-43044.7222222127,6260817
"4184","13/08/2018",-19560775.7222222,3612652,125424.722222194,-15822699
"4185","14/08/2018",14618693.6111112,3826515,-29043.6111111604,18416165
"4186","15/08/2018",8092792.3888889,3390599,-192816.388888896,11290575
"4187","16/08/2018",-8914098.2777778,4036481,137595.277777798,-4740022
"4188","17/08/2018",16955973.5,3990651,995947.500000034,21942572
"4189","18/08/2018",6566340.66608388,4205036,926278.33391612,11697655
"4190","19/08/2018",6182857.38888893,4142135,1225003.61111107,11549996
"4191","20/08/2018",6830348.22222221,3662849,993987.777777787,11487185
"4192","21/08/2018",10699754.3885763,4036648,-9491.3885763064,14726911
"4193","22/08/2018",-6086708.50000001,4249897,-81127.4999999888,-1917939
"4194","23/08/2018",-19471802.5,4198969,-97.5000000074506,-15272931
"4195","24/08/2018",-4670400.00000001,5063236,6670.0000000149,399506
"4196","25/08/2018",4311806.61111116,4357627,-13998.6111111641,8655435
"4197","26/08/2018",6893479.72222215,4375991,838085.277777851,12107556
"4198","27/08/2018",11698095.3333333,3524859,-166468.333333306,15056486
"4199","28/08/2018",-8434121.21759284,4015144,-94676.7824071571,-4513654
"4200","29/08/2018",90242.0141855478,3988317,137615.985814452,4216175
"4201","30/08/2018",-11733271.3333334,3625184,210758.333333358,-7897329
"4202","31/08/2018",41383314.1111112,3878922,272453.888888836,45534690
"4203","01/09/2018",7080779.72222223,2660335,-132384.722222231,9608730
"4204","02/09/2018",26364006.6666667,598104,60438.3333333246,27022549
"4205","03/09/2018",-3272662.50000006,54057,-22027.4999999441,-3240633
"4206","04/09/2018",-10432924.3855828,1441218,122526.385582834,-8869180
"4207","05/09/2018",5214273.22222222,2725989,186362.777777776,8126625
"4208","06/09/2018",-4034844.77777775,2360739,838602.777777754,-835503
"4209","07/09/2018",4390840.19402848,2513630,979130.805971518,7883601
"4210","08/09/2018",9023687.33333339,2892306,871881.666666612,12787875
"4211","09/09/2018",-6391092.55317429,4477611,330633.553174287,-1582848
"4212","10/09/2018",12057058.9444547,3420924,258303.0555453,15736286
"4213","11/09/2018",-13727414.3333334,3883693,-104031.666666649,-9947753
"4214","12/09/2018",-2881859.44444454,4230060,-265320.555555463,1082880
"4215","13/09/2018",9027056.27777772,4530631,-335310.277777724,13222377
"4216","14/09/2018",-10525078.1110731,3644434,48211.1110731065,-6832433
"4217","15/09/2018",12758104.9441906,3366628,-287271.944190554,15837461
"4218","16/09/2018",-8671961.65323893,3782998,-145103.34676107,-5034067
"4219","17/09/2018",-4976615.99429913,3248374,72609.9942991287,-1655632
"4220","18/09/2018",5945972.78271142,3587421,-133677.782711424,9399716
"4221","19/09/2018",-2642763.16368383,4001731,209169.163683832,1568137
"4222","20/09/2018",-16102251.3888888,3399590,-249238.611111172,-12951900
"4223","21/09/2018",1725616.77777768,3455766,280957.222222321,5462340
"4224","22/09/2018",3669421.11111104,2964071,-393196.111111045,6240296
"4225","23/09/2018",14231784.8333333,3153972,-184760.833333336,17200996
"4226","24/09/2018",4542781.61111111,3344561,-53358.6111111119,7833984
"4227","25/09/2018",10947386.5000289,4110291,436417.499971099,15494095
"4228","26/09/2018",-5636457.99999999,4035237,453229.999999993,-1147991
"4229","27/09/2018",-19646621.6666666,4098998,-210158.333333358,-15757782
"4230","28/09/2018",1828389.3888888,3313368,39188.6111112013,5180946
"4231","29/09/2018",-3446454.44444451,3132970,58394.4444445148,-255090
"4232","30/09/2018",-3406251.89100817,4007726,245228.891008168,846703
"4233","01/10/2018",39806656.4444445,5750263,391380.55555547,45948300
"4234","02/10/2018",4058666.05690137,4364546,230126.943098634,8653339
"4235","03/10/2018",4520860.66666672,4311293,356693.333333276,9188847
"4236","04/10/2018",-14145843.1666667,3447892,-469045.833333328,-11166997
"4237","05/10/2018",5127178.16666666,3677422,-369174.166666664,8435426
"4238","06/10/2018",2734950.05555551,3505811,-296813.055555508,5943948
"4239","07/10/2018",17778146.3333335,3663689,-226128.333333462,21215707
"4240","08/10/2018",8036167.7220788,3652928,-338924.7220788,11350171
"4241","09/10/2018",-1949864.38888881,3437332,-29453.6111111864,1458014
"4242","10/10/2018",7709768.94444451,2600140,259238.055555485,10569147
"4243","11/10/2018",16731109.4444444,2608441,-44404.444444418,19295146
"4244","12/10/2018",8447158.29293821,2786392,56112.7070617899,11289663
"4245","13/10/2018",-3809742.38888887,3561824,-311863.611111134,-559782
"4246","14/10/2018",-18698335.9444444,3829575,263321.944444418,-14605439
"4247","15/10/2018",14794075.7222222,2978901,-131909.722222209,17641067
"4248","16/10/2018",11979621.8888889,3635553,-71273.8888888881,15543901
"4249","17/10/2018",-10322307.8888888,5035466,101418.888888836,-5185423
"4250","18/10/2018",-14494365.7222223,2272109,-195490.277777746,-12417747
"4251","19/10/2018",9995514.77858092,3662763,-463762.778580919,13194515
"4252","20/10/2018",22726683.0004525,4598115,597161.999547489,27921960
"4253","21/10/2018",-4034085.460167,5331330,663405.460166998,1960650
"4254","22/10/2018",36712289.4444444,5521651,-379494.444444388,41854446
"4255","23/10/2018",5517672.0555556,5619991,723336.944444403,11861000
"4256","24/10/2018",-12184089.6111111,4145277,995453.611111134,-7043359
"4257","25/10/2018",1663930.27777781,2645130,-277580.277777806,4031480
"4258","26/10/2018",367685.721391678,2339997,180724.278608322,2888407
"4259","27/10/2018",4050839.71596456,2488493,-322294.715964556,6217038
"4260","28/10/2018",13805489.5651676,2830435,22034.4348323941,16657959
"4261","29/10/2018",19775636.6111111,3585421,-143888.611111149,23217169
"4262","30/10/2018",17810871.6666666,2607225,190938.333333373,20609035
"4263","31/10/2018",40878786.7777779,1930565,319012.222222134,43128364
"4264","01/11/2018",-12424550.1666667,1520555,-228210.833333269,-11132206
"4265","02/11/2018",22925509.7995571,1761015,-209673.799557075,24476851
"4266","03/11/2018",19312044.8333334,1620084,-543750.833333373,20388378
"4267","04/11/2018",-9211717.05322766,1792837,-326996.946772337,-7745877
"4268","05/11/2018",17769915.8314496,3877501,-266960.831449643,21380456
"4269","06/11/2018",11511048.5555555,2501289,-182240.555555508,13830097
"4270","07/11/2018",-9145160.05555558,1868413,-77256.944444418,-7354004
"4271","08/11/2018",12849171.6666667,1472312,-1851.66666668653,14319632
"4272","09/11/2018",24894835.4444444,1980678,17820.5555555522,26893334
"4273","10/11/2018",2054406.55555549,3064920,289824.444444507,5409151
"4274","11/11/2018",6625838.61111102,2141304,-153233.611111015,8613909
"4275","12/11/2018",9532940.6111111,1478104,308206.388888896,11319251
"4276","13/11/2018",10334480.7222221,1415358,448195.277777866,12198034
"4277","14/11/2018",-1100822.61111119,2394046,376708.611111186,1669932
"4278","15/11/2018",11527167.5,3850420,222667.500000015,15600255
"4279","16/11/2018",-722109.722222179,4312572,-118495.277777821,3471967
"4280","17/11/2018",9670726.98790307,2609123,-37474.9879030734,12242375
"4281","18/11/2018",-3843898.7163496,2464988,-361200.283650398,-1740111
"4282","19/11/2018",-11259973.9444445,3108940,-422783.055555478,-8573817
"4283","20/11/2018",16662913.7222223,2613583,-233249.722222343,19043247
"4284","21/11/2018",16654656.7222222,4240117,-892539.722222179,20002234
"4285","22/11/2018",5989599.44489513,5226218,-211034.444895133,11004783
