"ApplicableFor","System Entry Energy, Aldbrough, M+15","System Entry Energy, Bacton - BBL, M+15","System Entry Energy, Bacton - Perenco, M+15","System Entry Energy, Bacton - Shell, M+15","System Entry Energy, Bacton Interconnector, M+15","System Entry Energy, Bacton Seal, M+15","System Entry Energy, Barrow , M+15","System Entry Energy, Burton Point, M+15","System Entry Energy, Dragon, M+15","System Entry Energy, Easington - Dimlington, M+15","System Entry Energy, Easington - Langeled, M+15","System Entry Energy, Grain NTS 1, M+15","System Entry Energy, GrainNTS2, M+15","System Entry Energy, Hatfield Moor , M+15","System Entry Energy, HillTop, M+15","System Entry Energy, Hole House Farm, M+15","System Entry Energy, Holford , M+15","System Entry Energy, Hornsea , M+15","System Entry Energy, Humbly Grove, M+15","System Entry Energy, Moffat Entry , M+15","System Entry Energy, Rough , M+15","System Entry Energy, SouthHook, M+15","System Entry Energy, ST Fergus - Mobil, M+15","System Entry Energy, ST Fergus - NSMP, M+15","System Entry Energy, ST Fergus - Shell, M+15","System Entry Energy, Teesside - BP, M+15","System Entry Energy, Teesside - PX, M+15","System Entry Energy, Theddlethorpe, M+15","System Entry Energy, Stublach, M+15"
2013-08-24,0,188987995,55744306,85606906,6077207,40469444,71283054,34386667,0,84223090,301403407,0,0,0,0,12418051,11378,3516155,0,0,0,114700004,151380500,186420000,204995512,0,59644444,83775000,0
2013-08-25,0,188933236,53816500,85540687,5735107,30208333,70596150,33448889,33915794,88446181,580378891,0,0,0,0,0,10272,2811863,0,0,0,117625003,155033500,119285067,194995000,0,57884444,80191667,0
2013-08-26,0,188986024,52193861,91275932,46251101,43061111,65885975,41235556,9006073,90659722,547354611,0,0,0,0,0,0,2285457,0,0,0,97597224,143345833,117617017,191663333,0,56782222,79675000,0
2013-08-27,0,183037597,51519972,96149118,58575958,37975000,69276524,32275556,0,86831597,186018825,0,0,0,0,28289156,5866382,6029573,17551389,0,0,162416670,90454611,128592347,194424444,0,49866667,87427778,0
2013-08-28,66659052,152191279,48712972,96901923,47356282,35866667,70118553,34880000,0,85069444,163535388,0,0,0,0,0,0,4341855,0,0,0,204661119,122940556,207166850,210881389,0,55768889,85222222,0
2013-08-29,65945816,51583516,51012833,101531152,17452871,38263889,70623430,0,0,81384549,151370273,0,0,0,0,0,14645475,3028739,14563056,0,0,2.05e+08,149152750,236832408,210518611,0,53155556,86005556,0
2013-08-30,155604,30061945,53002972,89817115,11623442,39455556,70042676,0,0,78845486,158950309,0,0,0,0,0,0,3098510,0,0,0,212877774,156214972,232870000,201451474,0,62844444,79063889,0
2013-08-31,50700005,63065444,0,92833557,8599625,39847276,80449999,0,0,249175822,203922255,0,0,0,0,26418186,10600043,0,0,0,0,184511176,156214972,232870000,201451474,477622206,62543945,80366753,0
2013-09-01,76281984,45341080,58926722,91230359,27765106,39883333,69560223,0,0,80872396,219926929,0,0,3672361,0,58670256,33833532,1582850,19839444,0,0,119555554,159619861,228356619,191392222,0,52444444,85316667,0
2013-09-02,0,45800429,52587694,95015513,29734480,37927778,48791164,0,0,69214410,189739930,0,0,3392444,0,39579152,15499948,223483,53004444,0,0,154400007,165817333,172478069,197243889,0,94311111,89025000,0
2013-09-03,16962,86962284,51462861,94555266,11578293,36708333,51712698,0,0,78572049,179734189,0,0,11406944,0,9263885,79277512,241597,41741667,0,0,204625007,145781222,176026817,216116389,0,88142222,15525000,0
2013-09-04,0,186433707,58014889,87536820,14859400,41377778,65311628,0,0,85130208,187590863,0,0,57028,0,7070553,22187,2351648,0,0,0,138100001,161900500,175927019,226406667,0,89048889,0,0
2013-09-05,0,106323300,62143917,90467385,13259012,57561111,69484446,0,0,80438368,237965317,0,0,0,0,10618052,10809,20146,7489722,0,0,140111109,155559806,173023936,234185556,0,82968889,26786111,0
2013-09-06,0,51051214,58564222,92779219,26458298,68325000,66106306,0,0,8.5e+07,231579720,0,0,0,0,0,11378,797388,0,0,0,140577774,149019806,171670000,230282556,0,69315556,61450000,0
2013-09-07,0,114140477,0,9e+07,9083593,76652832,79586148,0,0,82770276,229677734,217014,0,0,0,0,22187,1096040,0,0,0,64655490,149019806,171670000,230282556,477633192,92233073,84645182,0
2013-09-08,0,132025188,64250778,97741801,6726325,76133333,67564645,0,0,64874132,198935455,0,0,0,0,0,10809,776368,0,0,0,63738891,165245194,164218764,221398889,41511330,10862222,84597222,0
2013-09-09,0,81709387,66500333,92021442,23888980,76119444,69595292,0,0,53814714,370897078,0,0,0,0,0,24922456,38438,0,0,0,152869449,155038333,203343744,220850278,13423330,0,79863889,0
2013-09-10,33963479,89735174,63873111,92408532,13930116,76138889,64799489,0,0,72248085,153744073,0,0,0,0,23483047,117771944,82761,0,0,0,159244453,171567417,165386064,226372500,37064890,0,83241667,0
2013-09-11,24061297,77075053,68004028,93743477,27699718,76119444,67529353,0,0,80355903,216076069,0,0,6853111,0,82065247,113461464,12083,0,0,0,150700006,153963861,163075278,234269722,45302810,0,80244444,0
2013-09-12,29336138,65557880,66193333,95450244,14606673,88338889,68579841,0,0,67838542,201854363,0,0,6665722,0,48825259,49711220,80584,13188056,0,0,158502774,158708444,166561722,233702500,62015610,0,80383333,0
2013-09-13,0,67857027,63417417,95251312,36060831,96883333,66255166,0,0,65902778,222377528,0,0,7878806,0,70362196,99577176,29343,9386389,0,0,130791668,141876667,164550000,233889183,70349080,0,83222222,0
2013-09-14,14644436,150136039,0,27805,47104315,105166829,77302789,0,0,68545837,257866753,0,0,16506619,0,19075521,19077691,0,0,0,0,118666992,141876667,164550000,233889183,439055447,0,79635417,0
2013-09-15,16741398,103530196,65676833,12446861,22710999,104125000,69002348,0,0,67916667,291716903,0,0,17356028,0,49845259,15100587,2964540,22028056,0,0,115638886,169559833,161443342,234427778,80126610,0,82300000,0
2013-09-16,0,4704006,68290556,67396884,28040244,102583333,67832142,0,0,69522569,669188283,0,0,0,0,0,10910720,1812831,0,0,0,126138891,170152361,158317717,238341389,74432080,0,83208333,0
2013-09-17,31557978,38788,62670472,71265979,50272040,65063889,68907457,12355556,0,68750000,398357270,0,0,0,0,82082747,135511040,1773364,60089444,0,0,159644436,154337000,176111433,243066667,84554780,0,96330556,0
2013-09-18,54569467,51310,67786833,101793704,23658320,77652778,69414085,22560000,0,64140625,413581707,0,0,0,0,36410264,132816208,139297,27907778,0,0,130775003,174430556,126708194,250564444,86923920,0,84158333,0
2013-09-19,0,82887500,62230111,98511403,9690108,92252778,68822377,11626667,0,61510417,477943847,0,0,0,0,37645541,131445768,19698,26384722,0,0,77902781,133601611,130492300,249730833,53642280,41617778,84255556,0
2013-09-20,14443206,189170039,52302583,98137402,12730436,91991667,68046704,14400000,0,54071181,285962822,565200,0,0,0,45444983,148032864,3223,42790833,0,0,94686110,106175444,132610000,229339761,53938640,48764444,81050000,0
2013-09-21,66664,188952588,0,82055528,14428058,57930501,76027832,39065569,0,52524160,267655707,0,0,0,0,0,0,0,0,0,0,467789171,106175444,132610000,229339761,445088976,47644441,90200738,0
2013-09-22,0,155398476,50373750,110115916,7825957,93027778,58888394,35146667,0,50494792,424157734,0,0,0,0,0,0,1255658,0,0,0,96186108,166010778,145589097,224187222,48665330,48853333,74577778,0
2013-09-23,0,188955853,53316694,113469171,8891682,100619444,66477546,6186667,0,53715278,314395952,0,0,0,0,0,0,15227,0,0,0,100180554,167970472,123014700,223328889,51200940,48266667,74980556,0
2013-09-24,22520734,189093198,55191278,112984263,18297682,93975000,66257264,0,0,52065972,245858069,196600,0,0,0,36653875,0,13162,0,0,0,129486109,153259778,138208372,217770833,43852440,45457778,83477778,0
2013-09-25,0,74519088,58665528,123381229,7860959,100188889,65028254,0,0,57690972,396685559,0,0,0,0,0,185357664,17367,0,0,10257485,135525004,168634167,146878447,226698056,33724440,44533333,79005556,0
2013-09-26,7647015,88517408,61390833,113919220,8661824,93144444,65962257,0,0,67048611,520485646,450600,0,0,0,29344156,141436016,0,0,0,53159,144588894,163537167,149213047,241051667,34316110,44836667,83963889,0
2013-09-27,8151,37221067,56139722,130088730,10852781,99466667,65901917,0,0,73715278,446144469,0,0,0,0,37691930,125956544,0,0,0,8792130,174191674,157029444,147310000,238089647,35120360,42925000,85188889,0
2013-09-28,6877780,185700187,0,119041612,7504196,99444444,76819390,0,0,69495277,276378038,0,0,0,0,0,0,0,0,0,0,106677721,157029444,147310000,238089647,443066678,43788893,91075304,0
2013-09-29,0,188954196,57837778,105469081,16763853,86530556,66128378,13351111,0,73498264,277953339,0,0,0,0,0,0,17497,0,0,175717,97311113,160093028,179557244,240231111,55071440,58026667,108502778,0
2013-09-30,113380,188784676,58859083,94665621,10947988,59008333,66725493,35644444,0,75381944,480938798,0,0,0,0,0,0,542785,0,0,0,118308334,159957611,177119558,240254444,54068400,44195556,107247222,0
2013-10-01,0,188844235,55745111,103296944,2699957,71330556,66714306,33030000,0,81267361,579619537,0,0,0,0,0,0,3653,0,0,0,163944448,164368361,149952828,221391667,46836890,45280000,113052778,0
2013-10-02,10108304,172069684,64934694,83192778,8273550,94936111,66328896,32540000,0,82307943,598106593,0,0,0,0,0,0,10051,0,0,0,167744446,164947500,162977097,220823333,48534470,44977778,112777778,0
2013-10-03,8095998,184292687,65191917,80911264,10063614,92975000,66185512,25132222,0,81115451,574606202,0,0,3086167,0,16137494,0,6921232,0,0,11850,171288893,163376944,155121200,220821389,46838830,42880000,116602778,0
2013-10-04,14650473,171108587,64973556,74356667,17762043,70475000,65839410,34631111,0,80412326,437000478,0,0,0,0,7368886,50974720,21995,0,0,0,186416660,159294333,157130000,220891888,41530390,45617778,112105556,0
2013-10-05,11122,157838387,0,75458442,21261299,75069444,73211127,37114427,0,84075834,322988959,0,0,0,0,0,0,0,0,0,0,182500000,159294333,157130000,220891888,442299805,50644396,111490885,0
