"ApplicableFor","System Entry Energy, Aldbrough, D+2","System Entry Energy, Bacton-Perenco, D+1","System Entry Energy, Bacton-Shell, D+1","System Entry Energy, Bacton - BBL, D+2","System Entry Energy, Bacton Interconnector, D+2","System Entry Energy, BactonSeal, D+1","System Entry Energy, Barrow , D+2","System Entry Energy, Burton Point, D+2","System Entry Energy, Dragon, D+1","System Entry Energy, Easington-Langeled, D+1","System Entry Energy, Easington - Dimlington, D+2","System Entry Energy, GrainNTS1, D+1","System Entry Energy, GrainNTS2, D+1","System Entry Energy, HatfieldMoor, D+1","System Entry Energy, HillTop, D+2","System Entry Energy, Hole House Farm, D+2","System Entry Energy, Holford, D+2","System Entry Energy, Hornsea, D+2","System Entry Energy, Humbly Grove, D+2","System Entry Energy, Moffat Entry , D+2","System Entry Energy, Rough, D+2","System Entry Energy, South Hook, D+2","System Entry Energy, ST Fergus - Mobil, D+2","System Entry Energy, STFergus-NSMP, D+1","System Entry Energy, STFergus-Shell, D+1","System Entry Energy, Teesside-BP, D+1","System Entry Energy, Teesside-PX, D+1","System Entry Energy, Theddlethorpe, D+2","System Entry Energy, Stublach, D+2"
2013-06-19,0,50848306,103178953,4936077,0,84655556,0,20542222,11996090,461394726,104631076,0,0,0,0,0,0,2750776,0,0,0,458613892,195323611,136237639,219448333,0,73600000,117322222,0
2013-06-20,0,50473389,118128216,9284026,0,105572222,0,16368889,0,490695055,100559896,0,0,0,0,51845536,10813,2754937,0,0,0,453102790,180527639,131539472,211665833,0,81600000,113052778,0
2013-06-21,0,52079667,126656859,132130190,0,105725000,0,23017778,0,507259853,93164063,0,0,0,0,0,0,2446194,0,0,0,408141683,178934278,1.93e+08,188321041,0,84231111,115322222,0
2013-06-22,0,0,131875000,96750069,0,105611979,0,26257782,0,291955295,96121928,0,0,0,0,0,0,0,0,0,0,739788411,178934278,1.93e+08,188321041,0,84488932,114600152,0
2013-06-23,0,49199083,145613937,138276340,0,81283333,0,0,0,275463438,98806424,0,0,0,0,0,0,244226,0,0,0,398036126,179224972,237269756,188912500,0,81315556,111013889,0
2013-06-24,18302900,50643389,157491888,153177083,0,68288889,0,0,0,205279715,101558160,0,0,0,0,45211372,0,1476977,0,0,0,460011122,181688278,196652200,205273889,0,81955556,114194444,0
2013-06-25,28796631,50867694,153211733,192243418,0,66625000,0,0,0,190483922,99448785,0,0,0,0,52768591,33599716,3300631,0,0,0,544436103,168207111,183799217,207907860,42002860,45848889,112069444,0
2013-06-26,0,61709833,154282481,251179650,0,93238889,0,0,0,185383942,94500868,1130500,0,0,0,0,8784782,1343242,0,0,0,562019450,127922889,180221775,219427778,49451470,37777778,114361111,0
2013-06-27,0,72056222,157714874,269966412,659232,105422222,0,0,0,135796086,71180556,0,0,0,0,0,152573168,3257888,0,0,0,573361138,188323667,201502842,217220833,60808470,77671111,115738889,0
2013-06-28,44457649,49611194,124159985,257104286,9254857,105430556,0,0,0,88676383,52439236,0,0,0,0,0,225386960,1221174,0,0,0,576106667,187588278,191830000,216387333,57166936,61191111,115491667,0
2013-06-29,0,0,78513997,269949422,463192,105236545,35633316,0,0,306477322,48531384,0,0,0,0,0,0,0,0,0,0,515189650,187588278,191830000,216387333,440933160,25077854,109966905,0
2013-06-30,0,47193528,53245278,232847929,464704,105197222,48468739,0,0,252908759,38993056,974800,0,0,0,0,11116,1037960,0,0,0,537316657,182448139,193364839,217227778,55892190,55644444,110086111,0
2013-07-01,76265576,19771111,96562678,131714975,4011061,84286111,60078819,0,0,258599230,37738715,0,0,0,0,0,29312002,196601,35176111,0,0,281186117,181116528,187243567,223897222,52276140,51662222,108533333,0
2013-07-02,89838462,3465722,101894658,114402870,15135500,94219444,58663607,0,0,237644336,38372396,0,0,8581527,0,0,43977384,0,67518611,0,0,258033329,187115639,187879800,222245000,69198560,70897778,100683333,0
2013-07-03,103180136,46089278,99526859,91475067,6705528,105588889,61211577,0,0,203943547,40342882,0,0,1.2e+07,0,0,129356224,1891633,68102778,0,0,301911113,191668389,180901508,224379167,62689330,95057778,0,0
2013-07-04,2802892,49216028,100573290,107167529,128584,105619444,67618389,0,0,286709575,39748264,0,0,0,0,0,92860872,1991330,16712778,0,0,303975016,190801667,193145125,233329167,67138280,96657778,0,0
2013-07-05,69666678,50666250,101084722,119994773,4708290,112305556,72620782,0,0,276993345,37248264,0,0,0,0,0,20908372,45,0,0,0,248133341,177103333,187750000,230438472,75709110,91075556,0,0
2013-07-06,99055583,0,101041667,270288102,463192,105889757,86330583,0,0,293177083,39816924,0,0,0,0,0,22244,0,0,0,0,199411079,177103333,187750000,230438472,438211263,89855414,0,0
2013-07-07,30577175,58499861,92489912,197246305,8453670,105308333,61944449,0,0,334104446,37330729,0,0,0,0,0,12789760,0,0,0,0,214536116,165499833,186991994,201677222,78506667,87875556,0,0
2013-07-08,46232711,59164417,89647869,242186827,14373623,104938889,35331724,0,0,356471569,35598958,0,0,0,0,0,10265600,107869,26345833,0,0,270677778,169485500,193108031,222220833,78296720,87200000,0,0
2013-07-09,20201733,61581778,86643007,57346132,18549903,94933333,57517208,0,0,218944397,39544271,0,0,8121695,0,0,136677840,0,16536111,0,0,271494446,190585639,193108031,222220833,441399740,85477702,0,0
2013-07-10,34662383,59952861,98725714,32493738,10888076,107980556,70670341,0,0,198818694,39236111,0,0,15328861,0,0,101610384,0,22504722,0,0,259599999,189669944,195874467,212517222,89340420,85315556,0,0
2013-07-11,0,64038889,97565019,75595750,10951057,104880556,67047774,0,0,233492981,39817708,0,0,15641389,0,0,109932656,0,14374167,0,0,274736108,182239583,174400558,216855181,75961030,92088889,0,0
2013-07-12,0,63476306,98520262,130233415,929980,103275000,67199030,0,0,281834047,39201389,0,0,0,0,3021110,11378,1709607,27941667,0,0,264061110,184447833,184590000,214616248,76542170,98542222,0,0
2013-07-13,0,0,94013672,121343475,5483328,104819455,81858385,0,0,296166585,38164147,0,0,0,0,0,10851,0,0,0,0,214383341,184447833,184590000,214616248,440400085,91166450,0,0
2013-07-14,0,67175528,92873179,177945401,3564821,104786111,65369288,0,0,287086579,38233507,0,0,0,0,0,11378,2751675,0,0,0,187605557,191062167,206170622,202883190,65342810,76924444,0,0
2013-07-15,11724837,69439028,94313566,159267087,0,104561111,69623954,0,0,273276776,36006944,0,0,0,0,0,14655148,3410579,0,0,0,261002774,184415833,182805250,206395278,62199970,66595556,0,0
2013-07-16,33189626,64376667,93127222,58897353,0,104477778,71057868,0,0,260669895,36458333,0,0,4010388,0,39428596,85646792,2500870,25506667,0,0,284377781,185475111,178216108,202509167,69539060,72728889,5772222,0
2013-07-17,22085308,60644667,97402717,81057175,0,103736111,70927513,0,0,251946015,34331597,0,0,992833,0,61577754,43979664,2119137,46030278,0,0,279524994,165799306,178696875,221367222,61981220,24480000,16122222,0
2013-07-18,7034714,68851250,89307895,41544516,1204322,107430556,70625986,0,0,284084362,4925130,0,0,0,0,29316656,173244304,2845341,7834722,0,0,274866672,149925528,173831650,218885278,67797330,0,0,0
2013-07-19,0,66610472,91489283,135990382,1627840,110027778,41137490,0,0,285112618,22677951,0,0,0,0,35439987,39577600,2811826,8570278,0,0,255697396,161758861,171730000,209483213,83198190,0,0,0
2013-07-20,77778,0,80721571,118310657,9602105,103513862,47200046,0,0,257433268,36392229,0,0,0,0,0,11393,0,0,0,0,229799805,161758861,171730000,209483213,441144477,60233561,38088650,0
2013-07-21,0,55663111,92838899,182173906,7489781,103161111,60022063,0,0,247629605,37682292,0,0,0,0,0,0,1453129,0,0,135748,174655558,152208444,172952831,206208219,57239470,55662222,78769444,0
2013-07-22,5929505,55066250,82356220,39433607,14906159,106486111,70037471,0,0,300058806,32821181,0,0,0,0,8862774,7901867,2973070,0,0,0,235044437,162729833,176745203,236100000,69436280,55288889,84663889,0
2013-07-23,11727767,53864639,66257808,98771534,9695442,105880556,69157640,0,0,293741858,30677083,0,0,0,0,61566921,14676766,1123537,0,0,0,207458327,159430083,155431511,235856111,64739750,59822222,91688889,0
2013-07-24,0,61124111,54789607,184246987,1227599,106100000,63530492,0,0,276911400,36467014,0,0,0,0,5558887,11036,3449311,0,0,0,204619446,146200139,168557925,231108056,57382890,46720000,84483333,0
2013-07-25,37540119,41849278,77154677,41025975,7065958,1.05e+08,65177753,0,0,306566464,38671875,0,0,3310005,0,93808576,23955912,3717352,20264167,0,0,213658329,138325833,142228133,223060704,43128170,48693333,86994444,0
2013-07-26,0,29574639,91584676,127288580,11994194,102630556,70398004,0,0,282787625,41232639,0,0,0,0,6295275,0,558433,0,0,0,178447215,139928417,181280000,194495881,0,60977778,92302778,0
2013-07-27,0,0,87222222,189703117,10360638,99361165,81497192,0,0,250610894,36163347,0,0,0,0,0,36655273,0,0,0,0,218021918,139928417,181280000,194495881,477622613,61510959,96083442,0
2013-07-28,0,16446528,66707726,195182441,10796015,97783333,65736004,6711111,0,283063003,34244792,0,0,0,0,0,0,55156,0,0,0,220697225,138315556,176359672,215550556,0,56177778,95427778,0
2013-07-29,0,31310750,74265493,175902543,13723495,105372222,68665852,24284444,0,280343354,29930556,0,0,0,0,0,0,1487597,0,0,0,257691667,122488667,189240406,210567222,0,57031111,93700000,0
2013-07-30,11717809,41052361,99854450,191479881,14557664,73630556,67522984,26604444,0,207959339,41727431,0,0,0,0,14785272,29313140,0,9406667,0,0,251097226,72634167,187772606,222203611,0,48693333,93597222,0
2013-07-31,11732075,41297083,90953251,35075005,16088059,8019444,35555004,28088889,0,210484789,35963542,0,0,11310527,0,43995817,43600784,4512727,44440278,0,0,305547214,54064306,165111486,219444167,0,49262222,97027778,0
2013-08-01,0,35605278,93590537,142656693,43254492,0,69586774,25226667,0,286690621,39409722,344100,0,2065195,0,0,10809,2654413,0,0,0,182963884,54124528,140134694,213893056,0,57991111,95780556,0
2013-08-02,0,39816000,87179786,125541924,36434399,0,68356856,37502222,0,293856288,38272569,1728500,0,0,0,7553608,0,3119615,0,0,0,187205556,53650861,146860000,213834892,0,53173333,93836111,0
2013-08-03,32099007,0,92083333,75002377,28754362,0,67227715,37051120,0,276467014,40283059,0,0,4954111,0,0,7366543,9127684,0,0,3334,138666450,53650861,146860000,213834892,477633464,55444336,97533637,0
2013-08-04,45173876,44033000,68684362,124152499,26805256,0,70477011,37813333,0,279108886,39262153,0,0,13897972,0,0,0,8215215,0,0,0,155949995,57688722,140034578,217784167,0,59840000,94505556,0
2013-08-05,9607103,45548167,100987261,111247073,34208399,0,54274602,28088889,0,309076768,37074653,0,3295,15619833,0,43985539,29310864,7517579,0,0,0,177450002,56625000,133819989,140698606,0,61688889,95366667,0
2013-08-06,0,46176611,106297557,101730722,108500880,0,52731598,29368889,0,337227254,35989583,0,0,5628250,0,26405268,14666525,4998290,0,0,0,163449995,57337500,132638192,190565000,0,65137778,99433333,0
2013-08-07,27107532,47259028,148199722,49133577,31140279,0,47363157,35395556,0,283929587,38185764,0,0,14387222,0,22009158,49099660,3522610,0,0,463501,161163890,54280139,147525133,220723333,0,3182222,99722222,0
2013-08-08,0,46617417,132699827,201973479,31022213,0,53148165,31182222,0,286750058,37022569,0,0,12736361,0,0,0,3122101,0,0,12064,168413883,77851750,147237061,216682500,0,39662222,102105556,0
2013-08-09,0,69887417,148271389,169547971,20717221,0,65686603,31982222,0,259020694,39600694,0,0,0,0,0,989298,3598555,0,0,0,152188000,88604000,133670000,198729646,46893750,8177778,93230556,0
2013-08-10,22225,0,146444227,78743339,59150560,0,78369412,42257758,0,300022,36316113,0,0,0,0,1480035,11393,0,0,0,0,183611111,88604000,133670000,198729646,440488959,0,78727756,0
2013-08-11,50102514,64497806,146260095,32730069,101051427,0,40704537,42257778,0,82214,37573785,0,0,0,0,0,10809,6063167,0,0,0,127552778,108877778,266541472,143257413,53759310,0,75902778,0
2013-08-12,0,62254444,144595290,98457032,82023417,0,16068219,35324444,0,0,38355035,0,0,0,0,11546940,52722348,776483,0,0,0,149169447,104752861,327248322,211110556,53765250,0,79080556,0
2013-08-13,0,67067500,147212134,44770531,54131926,0,33892390,41155556,0,78415,38090278,376800,0,14019500,0,0,238247280,732712,0,0,0,163552772,110190472,271937181,201583611,53461720,0,91602778,0
2013-08-14,33381623,50460306,134666341,74016496,7640154,0,66872693,24248889,0,75610,34756944,0,0,3043389,0,25145824,135016672,4178043,0,0,0,206622230,113929500,237471411,211665000,52267420,0,89683333,0
2013-08-15,29349981,51255500,147255397,121638042,12410923,0,70864260,31040000,0,71218,38949653,0,0,0,0,25737212,229533024,3888809,0,0,0,190891673,116881750,95990808,211665000,35274360,0,84386111,0
2013-08-16,0,59455222,143853980,131282249,20961778,0,71851412,35964444,0,0,47990450,0,0,0,0,6402498,118944440,912056,0,0,0,207238888,84366139,151550000,205610174,36828810,0,81055556,0
2013-08-17,66672,0,142236328,111922318,5881271,0,77811008,37982246,0,88976,48836670,0,0,0,0,0,22244,0,0,0,0,169733344,84366139,151550000,205610174,442000326,0,88886176,0
2013-08-18,11739469,60381444,116978709,74210859,12215345,0,71071814,36977778,0,0,53810764,270300,0,0,0,67472197,30585176,16927529,0,0,0,168794437,87855861,250026000,164743889,36911670,0,83288889,0
2013-08-19,0,63401472,142386182,16562884,21377574,32483333,71517976,33643889,0,223482925,54661458,376800,0,0,0,0,159379920,3841155,0,0,0,176936103,86983778,203180900,216401389,15826530,31484444,80472222,0
2013-08-20,12017500,63801250,140182995,151185657,8775333,36694444,71229731,37387667,0,167023955,64913194,0,0,0,0,52763313,103200416,6469055,15666667,0,0,168402778,85545694,174808958,206723980,0,53831111,82608333,0
2013-08-21,0,64413778,134574444,141292733,11018911,34411111,69540223,36078889,0,131586465,80277778,0,0,0,0,7647497,73999936,2783255,0,0,0,224052785,80935083,170988475,217814167,0,53297778,78791667,0
2013-08-22,0,61096139,98072722,89216617,5424038,36516667,71281656,32264444,0,157620161,68294271,0,0,0,0,0,160602464,4366963,0,0,0,234933336,80914972,221495917,203606944,0,64462222,84611111,0
2013-08-23,38129054,54194028,84414380,108100507,20092,26408333,71454695,33837778,0,114406662,82539063,0,0,0,0,68547196,113449544,5875874,6902778,0,0,198588884,80708944,204190000,202454263,0,64426667,85047222,0
2013-08-24,0,55744306,85606906,188987995,6077207,40469444,71283054,34386667,0,301403407,84223090,0,0,0,0,12418051,11378,3516155,0,0,0,114700004,151380500,186420000,204995512,0,59644444,83775000,0
2013-08-25,0,53816500,85540687,188933236,5735107,30208333,70596150,33448889,33915794,580378891,88446181,0,0,0,0,0,10272,2811863,0,0,0,117625003,155033500,119285067,194995000,0,57884444,80191667,0
2013-08-26,0,52193861,91275932,188986024,46251101,43061111,65885975,41235556,9006073,547354611,90659722,0,0,0,0,0,0,2285457,0,0,0,97597224,143345833,117617017,191663333,0,56782222,79675000,0
2013-08-27,0,51519972,96149118,183037597,58575958,37975000,69276524,32275556,0,186018825,86831597,0,0,0,0,28289156,5866382,6029573,17551389,0,0,162416670,90454611,128592347,194424444,0,49866667,87427778,0
2013-08-28,66659052,48712972,96901923,152191279,47356282,35866667,70118553,34880000,0,163535388,85069444,0,0,0,0,0,0,4341855,0,0,0,204661119,122940556,207166850,210881389,0,55768889,85222222,0
2013-08-29,65945816,51012833,101531152,51583516,17452871,38263889,70623430,0,0,151370273,81384549,0,0,0,0,0,14645475,3028739,14563056,0,0,2.05e+08,149152750,236832408,210518611,0,53155556,86005556,0
2013-08-30,155604,53002972,89817115,30061945,11623442,39455556,70042676,0,0,158950309,78845486,0,0,0,0,0,0,3098510,0,0,0,212877774,156214972,232870000,201451474,0,62844444,79063889,0
2013-08-31,50700005,0,92833557,63065444,8599625,39847276,80449999,0,0,203922255,249175822,0,0,0,0,26418186,10600043,0,0,0,0,184511176,156214972,232870000,201451474,477622206,62543945,80366753,0
2013-09-01,76281984,58926722,91230359,45341080,27765106,39883333,69560223,0,0,219926929,80872396,0,0,3672361,0,58670256,33833532,1582850,19839444,0,0,119555554,159619861,228356619,191392222,0,52444444,85316667,0
2013-09-02,0,52587694,95015513,45800429,29734480,37927778,48791164,0,0,189739930,69214410,0,0,3392444,0,39579152,15499948,223483,53004444,0,0,154400007,165817333,172478069,197243889,0,94311111,89025000,0
2013-09-03,16962,51462861,94555266,86962284,11578293,36708333,51712698,0,0,179734189,78572049,0,0,11406944,0,9263885,79277512,241597,41741667,0,0,204625007,145781222,176026817,216116389,0,88142222,15525000,0
2013-09-04,0,58014889,87536820,186433707,14859400,41377778,65311628,0,0,187590863,85130208,0,0,0,0,7070553,22187,2351648,0,0,0,138100001,161900500,175927019,226406667,0,89048889,0,0
2013-09-05,0,62143917,90467385,106323300,13259012,57561111,69484446,0,0,237965317,80438368,0,0,0,0,10618052,10809,20146,7489722,0,0,140111109,155559806,173023936,234185556,0,82968889,26786111,0
2013-09-06,0,58564222,92779219,51051214,26458298,68325000,66106306,0,0,231579720,8.5e+07,0,0,0,0,0,11378,797388,0,0,0,140577774,149019806,171670000,230282556,0,69315556,61450000,0
2013-09-07,0,0,9e+07,114140477,9083593,76652832,79586148,0,0,229677734,82770276,217014,0,0,0,0,22187,1096040,0,0,0,64655490,149019806,171670000,230282556,477633192,92233073,84645182,0
2013-09-08,0,64250778,97741801,132025188,6726325,76133333,67564645,0,0,198935455,64874132,0,0,0,0,0,10809,776368,0,0,0,63738891,165245194,164218764,221398889,41511330,10862222,84597222,0
2013-09-09,0,66500333,92021442,81709387,23888980,76119444,69595292,0,0,370897078,53814714,0,0,0,0,0,24922456,38438,0,0,0,152869449,155038333,203343744,220850278,13423330,0,79863889,0
2013-09-10,33963479,63873111,92408532,89735174,13930116,76138889,64799489,0,0,153744073,72248085,0,0,0,0,23483047,117771944,82761,0,0,0,159244453,171567417,165386064,226372500,37064890,0,83241667,0
2013-09-11,24061297,68004028,93743477,77075053,27699718,76119444,67529353,0,0,216076069,80355903,0,0,6853111,0,82065247,113461464,12083,0,0,0,150700006,153963861,163075278,234269722,45302810,0,80244444,0
2013-09-12,29336138,66193333,95450244,65557880,14606673,88338889,68579841,0,0,201854363,67838542,0,0,6665722,0,48825259,49711220,80584,13188056,0,0,158502774,158708444,166561722,233702500,62015610,0,80383333,0
2013-09-13,0,63417417,95251312,67857027,36060831,96883333,66255166,0,0,222377528,65902778,0,0,7878806,0,70362196,99577176,29343,9386389,0,0,130791668,141876667,164550000,233889183,70349080,0,83222222,0
2013-09-14,14644436,0,27805,150136039,47104315,105166829,77302789,0,0,257866753,68545837,0,0,16506619,0,19075521,19077691,0,0,0,0,118666992,141876667,164550000,233889183,439055447,0,79635417,0
2013-09-15,16741398,65676833,12446861,103530196,22710999,104125000,69002348,0,0,291716903,67916667,0,0,17356028,0,49845259,15100587,2964540,22028056,0,0,115638886,169559833,161443342,234427778,80126610,0,82300000,0
2013-09-16,0,68290556,67396884,4704006,28040244,102583333,67832142,0,0,669188283,69522569,0,0,0,0,0,10910720,1812831,0,0,0,126138891,170152361,158317717,238341389,74432080,0,83208333,0
2013-09-17,31557978,62670472,71265979,38788,50272040,65063889,68907457,12355556,0,398357270,68750000,0,0,0,0,82082747,135511040,1773364,60089444,0,0,159644436,154337000,176111433,243066667,84554780,0,96330556,0
2013-09-18,54569467,67786833,101793704,51310,23658320,77652778,69414085,22560000,0,413581707,64140625,0,0,0,0,36410264,132816208,139297,27907778,0,0,130775003,174430556,126708194,250564444,86923920,0,84158333,0
2013-09-19,0,62230111,98511403,82887500,9690108,92252778,68822377,11626667,0,477943847,61510417,0,0,0,0,37645541,131445768,19698,26384722,0,0,77902781,133601611,130492300,249730833,53642280,41617778,84255556,0
2013-09-20,14443206,52302583,98137402,189170039,12730436,91991667,68046704,14400000,0,285962822,54071181,565200,0,0,0,45444983,148032864,3223,42790833,0,0,94686110,106175444,132610000,229339761,53938640,48764444,81050000,0
2013-09-21,66664,0,82055528,188952588,14428058,57930501,76027832,39065569,0,267655707,52524160,0,0,0,0,0,0,0,0,0,0,467789171,106175444,132610000,229339761,445088976,47644441,90200738,0
2013-09-22,0,50373750,110115916,155398476,7825957,93027778,58888394,35146667,0,424157734,50494792,0,0,0,0,0,0,1255658,0,0,0,96186108,166010778,145589097,224187222,48665330,48853333,74577778,0
2013-09-23,0,53316694,113469171,188955853,8891682,100619444,66477546,6186667,0,314395952,53715278,0,0,0,0,0,0,15227,0,0,0,100180554,167970472,123014700,223328889,51200940,48266667,74980556,0
2013-09-24,22520734,55191278,112984263,189093198,18297682,93975000,66257264,0,0,245858069,52065972,196600,0,0,0,36653875,0,13162,0,0,0,129486109,153259778,138208372,217770833,43852440,45457778,83477778,0
2013-09-25,0,58665528,123381229,74519088,7860959,100188889,65028254,0,0,396685559,57690972,0,0,0,0,0,185357664,17367,0,0,10257485,135525004,168634167,146878447,226698056,33724440,44533333,79005556,0
2013-09-26,7647015,61390833,113919220,88517408,8661824,93144444,65962257,0,0,520485646,67048611,450600,0,0,0,29344156,141436016,0,0,0,53159,144588894,163537167,149213047,241051667,34316110,44836667,83963889,0
2013-09-27,8151,56139722,130088730,37221067,10852781,99466667,65901917,0,0,446144469,73715278,0,0,0,0,37691930,125956544,0,0,0,8792130,174191674,157029444,147310000,238089647,35120360,42925000,85188889,0
2013-09-28,6877780,0,119041612,185700187,7504196,99444444,76819390,0,0,276378038,69495277,0,0,0,0,0,0,0,0,0,0,106677721,157029444,147310000,238089647,443066678,43788893,91075304,0
2013-09-29,0,57837778,105469081,188954196,16763853,86530556,66128378,13351111,0,277953339,73498264,0,0,0,0,0,0,17497,0,0,175717,97311113,160093028,179557244,240231111,55071440,58026667,108502778,0
2013-09-30,113380,58859083,94665621,188784676,10947988,59008333,66725493,35644444,0,480938798,75381944,0,0,0,0,0,0,542785,0,0,0,118308334,159957611,177119558,240254444,54068400,44195556,107247222,0
2013-10-01,0,55745111,103296944,188844235,2699957,71330556,66714306,33030000,0,579619537,81267361,0,0,0,0,0,0,3653,0,0,0,163944448,164368361,149952828,221391667,46836890,45280000,113052778,0
2013-10-02,10108304,64934694,83192778,172069684,8273550,94936111,66328896,32540000,0,598106593,82307943,0,0,0,0,0,0,10051,0,0,0,167744446,164947500,162977097,220823333,48534470,44977778,112777778,0
2013-10-03,8095998,65191917,80911264,184292687,10063614,92975000,66185512,25132222,0,574606202,81115451,0,0,3086167,0,16137494,0,6921232,0,0,11850,171288893,163376944,155121200,220821389,46838830,42880000,116602778,0
2013-10-04,14650473,64973556,74356667,171108587,17762043,70475000,65839410,34631111,0,437000478,80412326,0,0,0,0,7368886,50974720,21995,0,0,0,186416660,159294333,157130000,220891888,41530390,45617778,112105556,0
2013-10-05,11122,0,75458442,157838387,21261299,75069444,73211127,37114427,0,322988959,84075834,0,0,0,0,0,0,0,0,0,0,182500000,159294333,157130000,220891888,442299805,50644396,111490885,0
2013-10-06,0,52271389,71838889,156360204,10370042,73986111,64199809,27731111,0,388411190,90664063,0,0,0,0,0,0,14350,0,0,0,180244446,153756667,155366061,220841944,42064830,48248889,107119444,0
